Area,City,Size (sq ft),Price ($)
Countryside,CityD,4021,400670
Countryside,CityB,2143,904520
Seaside,CityB,1712,427521
Suburb,CityB,519,275477
Suburb,CityD,1175,532058
Suburb,CityA,4977,686076
Downtown,CityB,1108,604898
Seaside,CityC,561,675817
Suburb,CityA,1765,212833
Countryside,CityC,2785,203578
Uptown,CityA,1654,283455
Uptown,CityB,2128,605527
Suburb,CityE,2126,663465
Uptown,CityB,4216,741191
Uptown,CityD,1942,663344
Downtown,CityD,2153,581465
Countryside,CityA,3002,690709
Countryside,CityD,3769,788992
Downtown,CityB,781,401829
Downtown,CityC,1524,308294
Uptown,CityB,3903,168590
Seaside,CityA,1735,371121
Uptown,CityD,4682,977000
Downtown,CityC,1285,935399
Countryside,CityE,3817,436216
Uptown,CityC,2167,508286
Seaside,CityC,3508,575689
Uptown,CityB,3694,907932
Suburb,CityE,4275,599203
Uptown,CityA,2946,634299
Downtown,CityA,4290,279111
Countryside,CityC,1033,502112
Countryside,CityC,901,457479
Downtown,CityD,4163,533174
Suburb,CityE,629,535128
Downtown,CityC,2839,100814
Uptown,CityD,4871,568492
Downtown,CityE,3459,517935
Downtown,CityA,2358,382294
Suburb,CityD,3473,103825
Uptown,CityE,4650,674656
Seaside,CityD,4149,508016
Seaside,CityC,3286,175535
Countryside,CityB,3597,186390
Downtown,CityA,4012,604484
Countryside,CityC,1720,323923
Suburb,CityC,1141,729364
Seaside,CityE,3814,830377
Downtown,CityD,1223,279577
Suburb,CityA,1237,877765
Suburb,CityC,1799,682187
Downtown,CityE,3980,838142
Suburb,CityA,839,909033
Downtown,CityD,652,241749
Downtown,CityC,1921,522768
Uptown,CityC,3551,884609
Countryside,CityC,926,843218
Suburb,CityA,4058,561107
Suburb,CityA,1635,593915
Uptown,CityA,2872,223355
Uptown,CityA,3829,977882
Uptown,CityE,1449,264364
Seaside,CityB,1873,228424
Seaside,CityE,1456,225451
Seaside,CityC,2201,428241
Downtown,CityE,3441,829063
Suburb,CityD,2982,771544
Countryside,CityA,1803,320408
Downtown,CityD,870,428885
Suburb,CityD,3480,685665
Suburb,CityC,2796,505255
Uptown,CityA,2625,669449
Uptown,CityD,3466,790366
Downtown,CityC,4645,248616
Uptown,CityA,3242,637275
Suburb,CityB,4521,629527
Uptown,CityC,2864,669073
Seaside,CityE,1262,123358
Uptown,CityA,4562,476903
Suburb,CityD,1504,575890
Downtown,CityD,4255,287522
Countryside,CityE,3346,319592
Uptown,CityE,849,259500
Suburb,CityD,3464,109096
Countryside,CityA,1186,147582
Countryside,CityC,3626,812755
Seaside,CityE,4956,998027
Countryside,CityE,3255,561373
Suburb,CityE,4024,725782
Suburb,CityB,4124,431628
Uptown,CityA,3232,887719
Uptown,CityA,2193,809870
Uptown,CityA,3392,648190
Countryside,CityA,4311,418332
Countryside,CityA,4680,475038
Seaside,CityD,1184,514380
Uptown,CityE,4840,967636
Downtown,CityD,3419,232844
Seaside,CityB,4256,284126
Downtown,CityC,3783,751088
Countryside,CityE,4526,859864
Seaside,CityB,1656,420437
Seaside,CityD,3561,574514
Suburb,CityC,4945,631501
Countryside,CityB,2829,377085
Countryside,CityC,1792,982313
Seaside,CityB,2384,509180
Countryside,CityD,2060,126855
Seaside,CityC,1483,625334
Suburb,CityB,2567,901341
Seaside,CityD,2363,834474
Countryside,CityE,2479,516584
Countryside,CityD,2236,478997
Seaside,CityD,2952,194135
Seaside,CityE,2418,695543
Seaside,CityD,1200,312568
Uptown,CityE,4546,844502
Countryside,CityE,2573,871224
Countryside,CityE,4253,508840
Uptown,CityB,894,335787
Seaside,CityC,2456,468522
Suburb,CityB,3548,896784
Seaside,CityE,3952,458565
Seaside,CityC,1022,966971
Uptown,CityC,2062,371367
Countryside,CityE,3409,349048
Seaside,CityC,3349,964686
Countryside,CityC,1049,953283
Downtown,CityB,1968,150044
Countryside,CityC,1332,976650
Suburb,CityE,4982,709288
Suburb,CityA,1921,993672
Seaside,CityA,785,827362
Countryside,CityA,3245,393172
Seaside,CityE,4265,934385
Uptown,CityA,4964,157965
Suburb,CityB,1945,334466
Seaside,CityE,1966,169776
Uptown,CityE,2276,393603
Seaside,CityE,4155,190932
Countryside,CityC,1414,968763
Countryside,CityC,787,780049
Countryside,CityC,4690,573662
Countryside,CityD,2588,430126
Downtown,CityB,4926,496562
Uptown,CityE,2304,276251
Uptown,CityE,1678,739061
Countryside,CityC,3051,926949
Downtown,CityE,4870,431822
Countryside,CityE,2088,312678
Downtown,CityA,2456,474635
Countryside,CityE,2275,959055
Suburb,CityD,1487,582504
Suburb,CityC,1703,312243
Seaside,CityB,3830,580970
Countryside,CityB,1619,459553
Uptown,CityA,696,410719
Seaside,CityB,4475,994933
Suburb,CityB,1025,407183
Countryside,CityC,1910,805315
Seaside,CityC,1792,180260
Countryside,CityD,1694,680159
Suburb,CityA,2448,291750
Seaside,CityB,4155,745061
Suburb,CityD,2717,524567
Downtown,CityA,4754,684981
Suburb,CityB,4080,917865
Countryside,CityB,1517,174797
Uptown,CityC,3653,310087
Suburb,CityE,4090,902236
Uptown,CityA,4707,848141
Downtown,CityB,4569,931533
Seaside,CityA,547,815475
Seaside,CityD,4163,702651
Uptown,CityD,4971,207904
Seaside,CityE,1327,406844
Suburb,CityB,2589,739240
Uptown,CityC,2556,439720
Countryside,CityB,1318,643765
Suburb,CityA,4484,378271
Suburb,CityD,4180,317790
Suburb,CityA,2311,650337
Countryside,CityE,3614,622471
Downtown,CityD,2129,636761
Seaside,CityC,2043,837605
Uptown,CityD,4079,330582
Downtown,CityB,2404,948268
Uptown,CityB,1936,404608
Seaside,CityD,3817,638002
Countryside,CityE,4020,423022
Suburb,CityB,3559,459625
Suburb,CityB,4616,312875
Countryside,CityC,1498,927946
Downtown,CityD,1931,196988
Downtown,CityB,3561,367280
Uptown,CityE,764,198115
Countryside,CityA,4231,131516
Downtown,CityD,2774,439126
Countryside,CityC,4375,557094
Seaside,CityB,3817,145099
Suburb,CityE,2546,976492
Suburb,CityD,3644,637476
Suburb,CityE,3721,861733
Countryside,CityE,3640,735361
Countryside,CityC,1753,937620
Uptown,CityD,1222,486221
Suburb,CityB,583,629848
Uptown,CityC,3870,604373
Suburb,CityB,4319,208763
Uptown,CityA,3864,529613
Uptown,CityE,2257,570409
Seaside,CityA,4818,485795
Uptown,CityE,3280,924514
Countryside,CityC,3787,315448
Uptown,CityB,2952,141430
Suburb,CityB,828,543738
Uptown,CityC,925,664685
Downtown,CityD,1269,307932
Suburb,CityA,4475,229189
Downtown,CityA,1107,649535
Suburb,CityB,2352,251015
Countryside,CityB,3172,794820
Countryside,CityB,2624,666274
Countryside,CityC,1800,406658
Downtown,CityD,965,311980
Seaside,CityA,2464,691296
Suburb,CityE,2445,782315
Countryside,CityC,3039,933799
Suburb,CityA,2860,524018
Downtown,CityD,2539,170408
Seaside,CityC,1684,324155
Downtown,CityA,4434,929773
Suburb,CityC,3717,244763
Seaside,CityA,3282,471930
Seaside,CityA,1277,366897
Downtown,CityD,3879,626121
Countryside,CityE,2918,859592
Suburb,CityD,4577,370789
Uptown,CityA,4762,336192
Uptown,CityC,2939,477572
Downtown,CityD,2489,458121
Suburb,CityE,1566,664312
Suburb,CityA,1444,872428
Downtown,CityD,528,733141
Suburb,CityD,2397,311670
Countryside,CityD,2197,240707
Downtown,CityD,3314,775424
Countryside,CityC,3865,634228
Suburb,CityE,2988,921601
Downtown,CityE,2165,440791
Suburb,CityA,2070,340739
Downtown,CityB,2233,669488
Suburb,CityC,1259,287401
Countryside,CityA,2657,544374
Countryside,CityA,1851,785099
Suburb,CityD,3976,339354
Downtown,CityB,1768,248865
Uptown,CityB,2285,707970
Countryside,CityC,4449,133677
Countryside,CityB,3107,559512
Uptown,CityA,898,909454
Suburb,CityB,3130,258337
Downtown,CityB,2946,624818
Suburb,CityE,2169,371695
Seaside,CityA,738,390538
Countryside,CityB,4036,667275
Seaside,CityB,4361,954528
Countryside,CityD,3603,446241
Countryside,CityB,1646,432783
Seaside,CityB,2057,576673
Seaside,CityE,4238,863129
Suburb,CityA,2657,102781
Seaside,CityC,3951,117330
Suburb,CityA,799,367401
Suburb,CityD,4198,682930
Suburb,CityA,4553,809609
Countryside,CityB,748,413807
Countryside,CityD,3068,659244
Seaside,CityA,4629,335439
Countryside,CityD,4823,902047
Seaside,CityC,3360,887313
Countryside,CityA,1223,495063
Downtown,CityB,1069,860263
Downtown,CityD,719,745553
Seaside,CityE,1894,449790
Countryside,CityD,3334,227148
Countryside,CityE,2622,399480
Suburb,CityB,4731,706138
Uptown,CityC,4500,719942
Seaside,CityE,4849,271003
Uptown,CityC,3589,537140
Uptown,CityD,549,909398
Seaside,CityB,1014,537239
Countryside,CityE,3291,111320
Seaside,CityD,3278,689413
Uptown,CityA,3118,322172
Countryside,CityD,2337,335077
Downtown,CityC,1665,217296
Seaside,CityB,2749,225355
Seaside,CityB,914,817218
Countryside,CityD,2768,551930
Downtown,CityA,1604,111780
Downtown,CityC,3856,962662
Countryside,CityD,2916,825705
Suburb,CityD,2434,614249
Seaside,CityB,703,736984
Seaside,CityC,568,591193
Uptown,CityA,1015,730363
